"RowName","Distance"
"Montfoort                               ",3198.25578558063
"Schouwen-Duiveland                      ",3283.51339573939
"Landgraaf                               ",3509.75329474879
"Doesburg                                ",4160.42188726095
"Steenbergen                             ",8531.36912341741
"Vught                                   ",8861.2929773256
"Dronten                                 ",11109.165822869
"Gilze en Rijen                          ",13053.4359863601
"Oisterwijk                              ",13552.1829758161
"Berkelland                              ",14758.9220558278
"Súdwest-Fryslân                         ",15424.5854975101
"Maastricht                              ",19127.4909512461
"Bronckhorst                             ",19495.4732204684
"Coevorden                               ",19567.2771253437
"Soest                                   ",767.27138614704
"West Betuwe                             ",1276.79058580489
"Cranendonck                             ",1733.69067021773
"Bladel                                  ",1824.09739323316
"Dantumadiel                             ",1912.47002329448
"Heemstede                               ",2368.60579666605
"Brummen                                 ",2417.58733864984
"Rijswijk                                ",2626.20400959255
"Bergeijk                                ",3022.18737506462
"Oegstgeest                              ",3041.70003616399
"Gennep                                  ",2941.02399514183
"Epe                                     ",2977.08622817681
"Purmerend                               ",3324.88773494685
"Losser                                  ",3458.40440955074
"Valkenswaard                            ",3728.3977912771
"Aalten                                  ",3845.93866045729
"Westvoorne                              ",3925.62365745877
"IJsselstein                             ",4413.27916860015
"Rozendaal                               ",4621.90504986851
"Eindhoven                               ",4777.37409148582
"Tiel                                    ",30111.5232098942
"'s-Gravenhage                           ",47971.6469183621
"Almere                                  ",62816.5516422225
"Breda                                   ",92208.9524613527
"Nijkerk                                 ",92855.2208872501
"Arnhem                                  ",119544.018997397
"Haaksbergen                             ",124374.334479265
"Enkhuizen                               ",127983.493752202
"Apeldoorn                               ",134533.916883885
"Hengelo                                 ",136312.394499143
"Krimpenerwaard                          ",2433.01254826193
"Rozendaal                               ",2442.40969126803
"Mook en Middelaar                       ",2770.07150449226
"Lochem                                  ",3014.7595608937
"Wijdemeren                              ",3047.27603114651
"Kerkrade                                ",3346.00936788886
"Zutphen                                 ",3393.12555912686
"Purmerend                               ",3523.37902587843
"Goes                                    ",3677.9652159856
"Maasdriel                               ",4211.41288880585
"Ede                                     ",22206.0723927038
"Laarbeek                                ",27023.092663313
"Velsen                                  ",31745.1634498863
"Hilversum                               ",31852.1837274935
"Alphen aan den Rijn                     ",32171.2834593213
"Deventer                                ",32850.1241755644
"Opsterland                              ",33642.0701222443
"Alkmaar                                 ",35455.8865682414
"Westerwolde                             ",38584.5220710326
"Laren                                   ",41472.1262678923
"Wassenaar                               ",6375.42141744371
"Uithoorn                                ",7405.04735366358
"Weststellingwerf                        ",9786.14763377295
"Drechterland                            ",10492.0397359141
"West Betuwe                             ",12157.255599024
"Zaltbommel                              ",12207.8654583838
"Druten                                  ",12756.6237061379
"Gemert-Bakel                            ",12897.1817677352
"De Wolden                               ",12930.4847407203
"Middelburg                              ",12951.4896482991
"Arnhem                                  ",17237.4865055785
"Hengelo                                 ",17645.0752628035
"Woudenberg                              ",23255.5355784381
"Amersfoort                              ",24208.0819987871
"Haaksbergen                             ",24493.9119819599
"Haarlem                                 ",30839.4634724731
"Apeldoorn                               ",37516.556066089
"Breda                                   ",39148.429560073
"Nijkerk                                 ",44600.5625193226
"Zwijndrecht                             ",49725.6617861442
"Tynaarlo                                ",3013.76993813396
"Twenterand                              ",3250.30894839244
"Lelystad                                ",4698.26798299118
"Den Helder                              ",5149.9540862031
"Son en Breugel                          ",6173.36692575454
"Deurne                                  ",6196.75875357432
"Geldrop-Mierlo                          ",6753.39715476589
"Dalfsen                                 ",6924.03862063175
"Wijk bij Duurstede                      ",7009.224146794
"Noord-Beveland                          ",7254.91724694362
"Aalten                                  ",2086.45396067107
"Valkenswaard                            ",2595.58786019661
"Eijsden-Margraten                       ",2977.08622817681
"Achtkarspelen                           ",3211.02838044138
"Gennep                                  ",3346.37273925067
"IJsselstein                             ",3453.25286505347
"Losser                                  ",4022.34798966972
"Nieuwegein                              ",4045.17396659278
"Drimmelen                               ",4275.26167854086
"Purmerend                               ",4489.15206247238
"Nieuwkoop                               ",3675.65518377336
"Zoeterwoude                             ",3968.61198153712
"Noordoostpolder                         ",4130.31755679875
"De Bilt                                 ",4249.63881524066
"Heumen                                  ",4614.09894128854
"Veere                                   ",4654.4957900937
"Wierden                                 ",4814.90989843008
"Leusden                                 ",5072.48351599096
"Tholen                                  ",5121.19804147428
"Zwartewaterland                         ",5570.22901683584
"Nissewaard                              ",12231.9899873242
"Noordenveld                             ",15031.5601681928
"Het Hogeland                            ",16240.0492613169
"Gilze en Rijen                          ",16375.23193393
"Dronten                                 ",21736.6875857385
"Eemsdelta                               ",24885.816969511
"Súdwest-Fryslân                         ",29244.9979567447
"Vught                                   ",30625.8703273882
"Steenbergen                             ",30678.6437614181
"Schiermonnikoog                         ",30768.2583366365
"Staphorst                               ",2228.50725374633
"Heusden                                 ",2652.19732486103
"Lingewaard                              ",2675.25135828393
"Bunschoten                              ",2971.19795537086
"Weert                                   ",2992.57347445305
"Borne                                   ",3280.88530278033
"Noordwijk                               ",3524.37987027505
"Rheden                                  ",3661.03924180007
"Goes                                    ",3900.71732633884
"Lochem                                  ",4289.1228543841
"Hattem                                  ",2271.42028035324
"Houten                                  ",3632.8309938669
"Texel                                   ",4046.23208924056
"Hellendoorn                             ",4057.62370236571
"Tholen                                  ",4490.66693599069
"Gooise Meren                            ",5057.00198338897
"Wierden                                 ",5759.02574225884
"Beverwijk                               ",5916.15813852199
"Land van Cuijk                          ",5947.35210913227
"Etten-Leur                              ",7007.25024742231
"Deurne                                  ",2689.424113077
"Ommen                                   ",3262.00000613121
"Son en Breugel                          ",3592.59017562538
"Wijk bij Duurstede                      ",4119.53130222359
"Echt-Susteren                           ",4439.91274125967
"Tubbergen                               ",4849.12191741969
"Bernheze                                ",4881.16472473528
"Nuenen, Gerwen en Nederwetten           ",5383.62954984832
"Tynaarlo                                ",5444.87098928891
"Achtkarspelen                           ",5741.55581528213
"'s-Hertogenbosch                        ",1426.03297647705
"De Wolden                               ",2011.6073424006
"Vaals                                   ",2894.32809819481
"Brielle                                 ",3102.28307702569
"Bunnik                                  ",3285.80956843211
"Asten                                   ",3293.55947722217
"Zaltbommel                              ",3407.36270449742
"Druten                                  ",3438.58911328469
"Someren                                 ",3582.89382901587
"Middelburg                              ",3952.77768158038
"Losser                                  ",2573.69563080019
"IJsselstein                             ",2732.28864507394
"Eijsden-Margraten                       ",2941.02399514183
"Beuningen                               ",2987.24036696078
"Valkenswaard                            ",3030.65342294364
"Ermelo                                  ",3346.37273925067
"Wageningen                              ",3355.22117601806
"Mook en Middelaar                       ",3986.9212721096
"Wijdemeren                              ",4627.75541056353
"Purmerend                               ",4634.7913512908
"Eemsdelta                               ",13053.4359863601
"Súdwest-Fryslân                         ",16105.8946718275
"De Fryske Marren                        ",16375.23193393
"Dronten                                 ",16385.8870254253
"Nissewaard                              ",17809.0527496552
"Vught                                   ",18810.7948077693
"Steenbergen                             ",19130.8349464941
"Maastricht                              ",23779.3169586513
"Weesp                                   ",25052.3972359932
"Oisterwijk                              ",25191.0562164432
"Molenlanden                             ",5813.56174646834
"Wierden                                 ",6157.25588716272
"Oss                                     ",6551.91400431965
"Berg en Dal                             ",6808.2147623294
"Beekdaelen                              ",6812.50315302679
"Ridderkerk                              ",6996.99009217535
"Bodegraven-Reeuwijk                     ",7129.62581206055
"Hellendoorn                             ",7526.1635146999
"Edam-Volendam                           ",7538.58058854583
"Reusel-De Mierden                       ",7760.2703754444
"Wijdemeren                              ",1178.85670036693
"Lochem                                  ",1274.25312242113
"Noordwijk                               ",1698.55235126857
"Krimpenerwaard                          ",2568.18146749796
"Borne                                   ",2605.28216322148
"Duiven                                  ",2608.92642479622
"Bloemendaal                             ",2687.59484297764
"Maasdriel                               ",2938.80492207292
"Baarn                                   ",3317.75709327853
"Elburg                                  ",3677.9652159856
"Roerdalen                               ",7797.01591187295
"Doetinchem                              ",8209.94794076065
"Oost Gelre                              ",9903.74323677669
"Rijssen-Holten                          ",10760.0167309349
"Pekela                                  ",11336.6436470412
"Landsmeer                               ",12173.5354067748
"Zeewolde                                ",12360.7056861653
"Woensdrecht                             ",12676.0769621362
"Stein                                   ",12731.778290561
"Sluis                                   ",12785.0717436391
"Texel                                   ",3389.71223852409
"Hattem                                  ",4114.13357707306
"Geldrop-Mierlo                          ",5057.00198338897
"Land van Cuijk                          ",5841.47123163335
"Houten                                  ",6532.00581827665
"Maashorst                               ",6794.43318165688
"Castricum                               ",6935.62031111854
"Meierijstad                             ",7062.33101036761
"Hulst                                   ",7277.11515849516
"Beverwijk                               ",7339.65476436051
"Vijfheerenlanden                        ",3346.38237803154
"Hoogeveen                               ",5598.54159759486
"Leiderdorp                              ",6931.46680075725
"Almelo                                  ",8780.8159199473
"Capelle aan den IJssel                  ",10932.044457008
"Scherpenzeel                            ",11238.1529189632
"Veldhoven                               ",11649.4422617566
"Veendam                                 ",12589.773198116
"Assen                                   ",13310.1869776499
"Hendrik-Ido-Ambacht                     ",14062.4173981574
"Roosendaal                              ",167982.984007339
"Urk                                     ",298504.727795089
"'s-Gravenhage                           ",495958.655729699
"Eindhoven                               ",500056.712380776
"Tiel                                    ",525807.839071547
"Almere                                  ",544358.546764198
"Amsterdam                               ",582014.486903075
"Breda                                   ",589744.387606215
"Nijkerk                                 ",590614.266206913
"Arnhem                                  ",618369.70267404
"Eindhoven                               ",47971.6469183621
"Tiel                                    ",60552.8613865604
"Almere                                  ",94093.9260440333
"Nijkerk                                 ",103669.965149121
"Breda                                   ",112418.861353956
"Arnhem                                  ",134025.678144339
"Haaksbergen                             ",142543.355633926
"Enschede                                ",142664.326217524
"Apeldoorn                               ",152366.939518585
"Hengelo                                 ",154002.274496742
"Renswoude                               ",2860.00826222583
"Loon op Zand                            ",3019.89953309709
"Hillegom                                ",4351.58110231212
"Asten                                   ",4861.73493107142
"Peel en Maas                            ",5037.48391461452
"Bergen (L.)                             ",5157.5044827901
"Kampen                                  ",5334.43181979112
"Weststellingwerf                        ",5581.89040648417
"Montferland                             ",5723.36505126136
"Heerlen                                 ",5799.79858960637
"Lopik                                   ",2174.4247768088
"Westvoorne                              ",2354.77304638897
"Oldambt                                 ",2839.58167693764
"Voorschoten                             ",3148.92745232404
"Purmerend                               ",3416.68715717433
"Zuidplas                                ",3860.89974228806
"Winterswijk                             ",3965.74211844391
"Kerkrade                                ",4142.6296262157
"Aalten                                  ",4669.21160582812
"Zutphen                                 ",4867.1679023843
"Arnhem                                  ",16120.7240944692
"Amersfoort                              ",19840.2408805942
"Hengelo                                 ",20589.3464998285
"Woudenberg                              ",23267.6516043197
"Enschede                                ",24493.9119819599
"Breda                                   ",37426.8832672452
"Haarlem                                 ",37921.0053354338
"Nijkerk                                 ",41479.811803575
"Apeldoorn                               ",51763.0287104609
"Zwijndrecht                             ",54917.3922389802
"Woudenberg                              ",21435.386868214
"Hengelo                                 ",22655.8632177192
"Amersfoort                              ",23145.814635696
"Apeldoorn                               ",26169.4535691902
"Enschede                                ",30839.4634724731
"Haarlem                                 ",37921.0053354338
"Arnhem                                  ",40243.9777390357
"Zwijndrecht                             ",47467.1903225797
"Breda                                   ",51055.7370755726
"Laren                                   ",55354.972679697
"Leudal                                  ",2731.87318519729
"Simpelveld                              ",3329.81142859472
"Bernheze                                ",3403.85048290902
"Oirschot                                ",3618.87995794279
"Nieuwegein                              ",3744.81015006101
"Valkenburg aan de Geul                  ",3793.01082255245
"Zaanstad                                ",3868.54520976555
"Voorst                                  ",4061.18960650694
"Boxtel                                  ",4478.67090105982
"Echt-Susteren                           ",4775.047468874
"Midden-Drenthe                          ",7934.48864893006
"West Maas en Waal                       ",8697.2982592297
"Súdwest-Fryslân                         ",15766.9378510857
"Altena                                  ",16542.7700355775
"Weesp                                   ",19989.9589066611
"Barneveld                               ",20395.6884225564
"Heerde                                  ",23837.6600802176
"Vught                                   ",23844.9430928237
"Krimpen aan den IJssel                  ",23855.5799824695
"Venray                                  ",23873.8826814995
"Smallingerland                          ",4188.18087479517
"Waalre                                  ",4483.76906854044
"Horst aan de Maas                       ",4541.5252757196
"Meppel                                  ",4782.02876089218
"Zundert                                 ",4900.08184115327
"Barendrecht                             ",5274.4721498933
"Rhenen                                  ",5344.21650571906
"Veere                                   ",5533.7282215519
"Leusden                                 ",5732.62366024493
"Zoeterwoude                             ",6009.88836085996
"Someren                                 ",2363.19514640666
"Waadhoeke                               ",2576.22422354887
"Brielle                                 ",3061.13072246188
"Alblasserdam                            ",3193.9632339775
"Medemblik                               ",3660.31873065721
"Druten                                  ",3980.35430834995
"'s-Hertogenbosch                        ",4373.96087088122
"Rheden                                  ",4706.81532567404
"Beek                                    ",4848.62176190307
"Middelburg                              ",4892.95197503511
"Terschelling                            ",17243.292101858
"Vlaardingen                             ",25552.795971087
"Ameland                                 ",27125.3440064822
"Raalte                                  ",29732.6487767235
"Teylingen                               ",35175.0591091188
"Schiedam                                ",35910.5928849692
"Veenendaal                              ",37059.363190967
"Enkhuizen                               ",37800.7882514373
"Schiermonnikoog                         ",37892.624711809
"Uithoorn                                ",39592.9915641645
"Vlissingen                              ",1672.59543225491
"Landgraaf                               ",1741.99173649016
"Blaricum                                ",2068.12209987708
"Beesel                                  ",2133.87022332662
"Tytsjerksteradiel                       ",2391.57189730938
"Oostzaan                                ",2817.16119702086
"Boekel                                  ",2859.33428440957
"Doesburg                                ",2917.56116988145
"Lansingerland                           ",3038.6396775531
"Wormerland                              ",3147.98317816344
"Geldrop-Mierlo                          ",2271.42028035324
"Texel                                   ",3027.37081144679
"Gorinchem                               ",4114.13357707306
"Houten                                  ",4222.01575790522
"Hellendoorn                             ",4515.37110988676
"Land van Cuijk                          ",4578.15716418736
"Tholen                                  ",6028.43213779503
"Castricum                               ",6187.73480604979
"Wierden                                 ",6712.36424592706
"Beverwijk                               ",6971.79324349195
"Leiden                                  ",2635.75000711372
"Voerendaal                              ",3643.38057715633
"Koggenland                              ",4146.38523535863
"Nunspeet                                ",4170.69371447964
"Brunssum                                ",4657.19068645466
"Sittard-Geleen                          ",4838.92540240083
"Dongen                                  ",5241.50613373675
"Albrandswaard                           ",5541.92575735186
"Culemborg                               ",5587.97414364097
"Heeze-Leende                            ",5647.70865927059
"Dantumadiel                             ",1848.45668870006
"West Betuwe                             ",2356.20743993393
"Eersel                                  ",2368.60579666605
"Soest                                   ",2433.18763353754
"Cranendonck                             ",3198.47120668609
"Brummen                                 ",3401.56568362276
"Rijswijk                                ",3507.78982266612
"Bergeijk                                ",3511.40670814419
"Bladel                                  ",3575.8887314904
"Asten                                   ",3642.59029538047
"Weesp                                   ",6884.64415129787
"Rucphen                                 ",7616.37404018474
"Utrecht                                 ",9572.06898324495
"Kaag en Braassem                        ",10084.4594981585
"Altena                                  ",11176.1609137485
"Krimpen aan den IJssel                  ",11404.8266334916
"Hollands Kroon                          ",11861.034081816
"Venlo                                   ",12191.2019542783
"Papendrecht                             ",12412.3752823543
"Sluis                                   ",12639.0383510772
"Sint-Michielsgestel                     ",10876.0205521137
"Hendrik-Ido-Ambacht                     ",13134.9736984891
"Nijmegen                                ",13562.0794168888
"Hilvarenbeek                            ",14854.8443633718
"Amstelveen                              ",14966.0387227215
"Hellevoetsluis                          ",15330.9781194808
"Pijnacker-Nootdorp                      ",15616.229064342
"Scherpenzeel                            ",17041.8861071772
"Dijk en Waard                           ",17095.5883288643
"Leiderdorp                              ",18659.7247318925
"Neder-Betuwe                            ",1519.11968257935
"Hillegom                                ",1657.11413306386
"Oldenzaal                               ",3590.65799262475
"Bergeijk                                ",3791.28556692845
"Oegstgeest                              ",4033.96152063948
"Dantumadiel                             ",4653.24074490027
"Asten                                   ",4932.81229523281
"Loon op Zand                            ",5239.35896365195
"Bergen (L.)                             ",5334.29125282825
"Heerde                                  ",5365.61320819904
"Steenwijkerland                         ",2510.34322752886
"Lingewaard                              ",2655.24633508833
"Borne                                   ",2770.82337582171
"Voerendaal                              ",2789.69409971774
"Noordwijk                               ",2799.4408691737
"Baarn                                   ",2926.00838344664
"Duiven                                  ",3340.25270600893
"Sittard-Geleen                          ",3839.28248895546
"Albrandswaard                           ",3871.2726718742
"Dongen                                  ",3910.71492057399
"Sluis                                   ",15904.5978037799
"Hollands Kroon                          ",17103.8598658315
"Roerdalen                               ",17554.1975891808
"Kaag en Braassem                        ",17600.7015328935
"Gooise Meren                            ",17630.9932825692
"Krimpen aan den IJssel                  ",17775.7928993336
"Oost Gelre                              ",17859.9455225933
"Doetinchem                              ",17882.1335712493
"Maasgouw                                ",17925.8723952281
"Venray                                  ",18628.3429013426
"Twenterand                              ",3602.51739065893
"Lelystad                                ",4446.99799302856
"Molenlanden                             ",5096.04739577646
"Epe                                     ",5149.9540862031
"Tubbergen                               ",5934.28286400303
"Deurne                                  ",5970.33064578504
"Oss                                     ",5978.98723029243
"Putten                                  ",6027.8785389223
"Tynaarlo                                ",6272.78218416677
"Midden-Groningen                        ",6531.12243798874
"Wierden                                 ",3975.11249023219
"Geldrop-Mierlo                          ",4057.62370236571
"Heemskerk                               ",4515.37110988676
"Tholen                                  ",5737.13739246325
"Houten                                  ",5837.31215886216
"Texel                                   ",5946.94361584167
"Etten-Leur                              ",6196.63699921175
"Castricum                               ",7230.31868246483
"De Bilt                                 ",7390.09053665786
"Land van Cuijk                          ",7458.38234874024
"Pijnacker-Nootdorp                      ",7492.16017781254
"Amstelveen                              ",8688.66727697637
"Hilvarenbeek                            ",9160.48399594694
"Dijk en Waard                           ",11510.6062459803
"Sint-Michielsgestel                     ",11643.6215624693
"Nijmegen                                ",13019.7804140469
"Heerlen                                 ",15330.9781194808
"Opsterland                              ",16559.8400158335
"Deventer                                ",17991.6793321246
"Hendrik-Ido-Ambacht                     ",18392.5666523191
"Waalwijk                                ",3607.2406393253
"Uitgeest                                ",3648.89951766283
"Overbetuwe                              ",3800.02344071718
"Koggenland                              ",4824.8559242738
"Aalsmeer                                ",4967.51719574276
"Oldebroek                               ",4983.19186766875
"Hulst                                   ",5184.80733103941
"Best                                    ",5276.89824897164
"Culemborg                               ",5667.82931112079
"Maashorst                               ",5828.62716169082
"Nijmegen                                ",9211.5732657348
"Leiderdorp                              ",9647.99549595666
"Scherpenzeel                            ",10023.868719711
"De Ronde Venen                          ",10802.0545754037
"Dijk en Waard                           ",11548.852848227
"Heerlen                                 ",13134.9736984891
"Vijfheerenlanden                        ",13658.1811402544
"Hoogeveen                               ",13734.6867841972
"Gouda                                   ",14062.4173981574
"Almelo                                  ",14353.7144008093
"Woudenberg                              ",11495.99112865
"Amersfoort                              ",13126.9426383298
"Enschede                                ",17645.0752628035
"Haarlem                                 ",20589.3464998285
"Haarlemmermeer                          ",22655.8632177192
"Arnhem                                  ",23752.743968645
"Apeldoorn                               ",37668.8964270258
"Zwijndrecht                             ",41613.1689855507
"Breda                                   ",45210.4579723541
"Laren                                   ",52003.0319520891
"Gennep                                  ",1426.03297647705
"De Wolden                               ",1570.29492452851
"Brielle                                 ",2083.11215732615
"Vaals                                   ",2369.76476680703
"Someren                                 ",2436.64777101657
"Bunnik                                  ",2629.70544167973
"Waadhoeke                               ",2767.1594659506
"Zaltbommel                              ",3272.96055429942
"Druten                                  ",3292.31427114727
"Medemblik                               ",3363.12462599886
"Leusden                                 ",3521.26114623724
"Nieuwkoop                               ",3783.09846950882
"Zoeterwoude                             ",4047.60694979144
"Noordoostpolder                         ",4333.60776259227
"Zeist                                   ",4464.8753778801
"Etten-Leur                              ",4614.09894128854
"Roermond                                ",4893.087578411
"De Bilt                                 ",5462.05593343752
"Smallingerland                          ",5902.84585179047
"Reusel-De Mierden                       ",6242.13106478869
"Lingewaard                              ",1700.35026391623
"Staphorst                               ",2057.44843677794
"Geertruidenberg                         ",2652.19732486103
"Weert                                   ",3184.96327294366
"Borne                                   ",3621.67230157561
"Heiloo                                  ",4105.92547910943
"Alblasserdam                            ",4253.74871025546
"Bunschoten                              ",4492.05091912369
"Noordwijk                               ",4626.42985681184
"Baarn                                   ",5288.76687139828
"Heeze-Leende                            ",1657.11413306386
"Neder-Betuwe                            ",2497.28208658934
"Loon op Zand                            ",3650.56335104597
"Asten                                   ",4101.40659408452
"Gulpen-Wittem                           ",4351.58110231212
"Bergen (L.)                             ",4572.96864192179
"Renswoude                               ",4758.83922296183
"Bergeijk                                ",4812.62870165568
"Dantumadiel                             ",4983.79815602518
"Oldenzaal                               ",5010.897856672
"Amstelveen                              ",5239.99408682872
"Helmond                                 ",9160.48399594694
"Pijnacker-Nootdorp                      ",12165.0405338412
"Sint-Michielsgestel                     ",14562.6012137255
"Heerlen                                 ",14854.8443633718
"Dijk en Waard                           ",14943.5990715088
"Nijmegen                                ",16362.2342939465
"Hengelo                                 ",18566.9941848432
"Deventer                                ",19793.1204748013
"Opsterland                              ",20023.7133012336
"Laarbeek                                ",10920.1746945733
"Meerssen                                ",20327.5044769396
"Opsterland                              ",22646.1889517861
"Pijnacker-Nootdorp                      ",31421.4217230857
"Emmen                                   ",31852.1837274935
"Nijmegen                                ",32797.383235862
"De Ronde Venen                          ",33353.9221999452
"Sint-Michielsgestel                     ",34253.1826290638
"Dijk en Waard                           ",34709.9928988757
"Velsen                                  ",35037.2778070729
"Lisse                                   ",2441.35331937022
"Noord-Beveland                          ",6197.45423944381
"Lelystad                                ",7408.66284494037
"Midden-Groningen                        ",7736.44713159729
"Putten                                  ",7861.92388541126
"Opmeer                                  ",8484.78876224977
"Epe                                     ",8692.54514914936
"Tynaarlo                                ",9663.99524265197
"Twenterand                              ",9986.75428304912
"Bronckhorst                             ",10359.2601188502
"Het Hogeland                            ",29660.4288962584
"Noordenveld                             ",42868.9332952197
"De Fryske Marren                        ",44358.1451868763
"Nissewaard                              ",49476.5724699074
"Schiermonnikoog                         ",55488.063557039
"Goeree-Overflakkee                      ",59284.9520894636
"Leidschendam-Voorburg                   ",60270.262545471
"Dronten                                 ",60946.823930538
"Stichtse Vecht                          ",65760.6824509144
"Eemsdelta                               ",66714.1594288649
"De Fryske Marren                        ",16240.0492613169
"Noordenveld                             ",21151.8286481335
"Nissewaard                              ",22959.1244837428
"Het Hogeland                            ",29660.4288962584
"Goeree-Overflakkee                      ",29966.7883621185
"Schiermonnikoog                         ",31825.0482648495
"Dronten                                 ",33543.8526876386
"Eemsdelta                               ",38045.4001189369
"Súdwest-Fryslân                         ",44391.7152788671
"Steenbergen                             ",44570.9328938715
"Sluis                                   ",2347.0179654191
"Maasgouw                                ",5008.30421599966
"Krimpen aan den IJssel                  ",5716.9513807623
"Kaag en Braassem                        ",6297.68037137484
"Venray                                  ",6482.59031406428
"Woensdrecht                             ",7990.5406068676
"Oost Gelre                              ",8586.59363193578
"Doetinchem                              ",8718.24679680496
"Waterland                               ",9034.04739803816
"Utrecht                                 ",10024.7119265343
"Vijfheerenlanden                        ",5331.25810855186
"Gouda                                   ",5598.54159759486
"Almelo                                  ",7420.37830167708
"Leiderdorp                              ",7569.58413851118
"Veldhoven                               ",10577.1992989638
"Scherpenzeel                            ",11928.2990836917
"Capelle aan den IJssel                  ",12054.6451631726
"Assen                                   ",12058.0027906781
"De Ronde Venen                          ",13301.7045550561
"Hengelo                                 ",13734.6867841972
"Venlo                                   ",4282.93813520578
"Papendrecht                             ",4681.06526444569
"Moerdijk                                ",4899.30078072371
"Rucphen                                 ",7015.07285920823
"Putten                                  ",8292.65706453607
"Oss                                     ",9677.42776309903
"Midden-Groningen                        ",9769.78024676093
"Berkelland                              ",10100.2040662553
"Lelystad                                ",11761.7729615904
"Roermond                                ",12477.5396288691
"Harderwijk                              ",4541.5252757196
"Waalre                                  ",5668.30930084095
"Barendrecht                             ",6403.52688524066
"Smallingerland                          ",6825.78983927867
"Woensdrecht                             ",6841.32109318076
"Leusden                                 ",6993.28717128076
"Meppel                                  ",7116.35739546574
"Zundert                                 ",7513.80357209316
"Zoeterwoude                             ",7692.13164083923
"Heusden                                 ",8830.36800025911
"Geldrop-Mierlo                          ",3632.8309938669
"Heemskerk                               ",4222.01575790522
"Tholen                                  ",5455.21683712023
"Beverwijk                               ",5823.63168907512
"Hellevoetsluis                          ",5837.31215886216
"Texel                                   ",6193.12062291701
"Zwartewaterland                         ",6431.84313241547
"Gorinchem                               ",6532.00581827665
"Land van Cuijk                          ",7244.82077763142
"Wierden                                 ",7606.52540586042
"Westland                                ",5892.4667508608
"Oosterhout                              ",6734.63760123735
"Opmeer                                  ",7070.27237947733
"Woerden                                 ",8061.83741339405
"Noord-Beveland                          ",8619.68886155411
"Teylingen                               ",8896.30073401299
"Westervoort                             ",9528.93932187628
"Zandvoort                               ",9610.4472492179
"Borger-Odoorn                           ",9711.41954247678
"Aa en Hunze                             ",9915.66362378232
"Aalsmeer                                ",2765.95553651898
"Oldebroek                               ",3663.6866773784
"Uitgeest                                ",3891.81969135262
"Overbetuwe                              ",4227.54953489607
"Maashorst                               ",4496.18876049483
"Waalwijk                                ",4832.4703879072
"Best                                    ",4980.90434057913
"Hendrik-Ido-Ambacht                     ",5184.80733103941
"Meierijstad                             ",6077.35866228084
"Culemborg                               ",6375.83563307587
"Gilze en Rijen                          ",2732.28864507394
"Valkenswaard                            ",2916.24983326189
"Simpelveld                              ",3265.98441208772
"Nieuwegein                              ",3302.36963255175
"Wageningen                              ",3381.51298385797
"Ermelo                                  ",3453.25286505347
"Losser                                  ",3814.85963568779
"Zaanstad                                ",4099.33849419635
"Beuningen                               ",4256.2500267254
"Eijsden-Margraten                       ",4413.27916860015
"Krimpen aan den IJssel                  ",5660.96096700905
"Hoogeveen                               ",6297.68037137484
"Venray                                  ",6810.2944943666
"Sluis                                   ",7434.02241656561
"Maasgouw                                ",8480.95036773592
"Heerenveen                              ",10084.4594981585
"Woensdrecht                             ",10122.9437027971
"Altena                                  ",10314.4783280591
"Barneveld                               ",10442.1086529494
"Utrecht                                 ",10649.8708541465
"Oostzaan                                ",2273.59171356688
"Montferland                             ",2343.34313535171
"Wormerland                              ",2380.63479769577
"Peel en Maas                            ",2463.58426890577
"Vlissingen                              ",2733.97650867742
"Beesel                                  ",2818.23456440375
"Hattem                                  ",3334.57585158892
"Tytsjerksteradiel                       ",3741.28400552538
"Landgraaf                               ",3833.28645681483
"Boekel                                  ",3859.58506837199
"Veendam                                 ",4116.41993727559
"Nederweert                              ",7559.35222820051
"Landsmeer                               ",8065.43496843165
"Veldhoven                               ",9831.93628183177
"Capelle aan den IJssel                  ",9946.01397998213
"Zeewolde                                ",10177.4231586389
"Bergen op Zoom                          ",11369.0782431998
"Stein                                   ",12277.6583887157
"Assen                                   ",12840.4241900336
"Roerdalen                               ",14561.2217303357
"Zwartewaterland                         ",5744.21467217234
"Rhenen                                  ",5992.80686907229
"Veere                                   ",6001.65544829091
"Zundert                                 ",7004.01956307948
"Smallingerland                          ",7901.34463936361
"Tholen                                  ",8544.98021881853
"Meppel                                  ",8622.16197365835
"Etten-Leur                              ",8654.77355336348
"Beverwijk                               ",8969.59085298767
"Huizen                                  ",9011.14377423865
"Zutphen                                 ",2652.87268635342
"Lopik                                   ",2977.09276140331
"Purmerend                               ",3129.63244647035
"Winterswijk                             ",3173.46418760319
"Elburg                                  ",3346.00936788886
"Westvoorne                              ",3421.6657200843
"Oldambt                                 ",3537.19014756063
"Rozendaal                               ",3583.26273527354
"Bladel                                  ",3765.71083064008
"Krimpenerwaard                          ",3907.84883919529
"Leiden                                  ",3754.88617404043
"Heemstede                               ",4146.38523535863
"Overbetuwe                              ",4747.51412636129
"Hendrik-Ido-Ambacht                     ",4824.8559242738
"Uitgeest                                ",5159.70493730019
"Culemborg                               ",5182.56648486057
"Brunssum                                ",5230.46015088539
"Oldebroek                               ",5342.13003398457
"Best                                    ",5770.80455915811
"Waalwijk                                ",5785.21162274985
"Venray                                  ",3765.82899638313
"Maasgouw                                ",5294.23724723402
"Kampen                                  ",5660.96096700905
