"","AantalInwoners_5","Mannen_6","Vrouwen_7","k_0Tot15Jaar_8","k_15Tot25Jaar_9","k_25Tot45Jaar_10","k_45Tot65Jaar_11","k_65JaarOfOuder_12","Ongehuwd_13","Gehuwd_14","Gescheiden_15","HuishoudensTotaal_28","Eenpersoonshuishoudens_29","HuishoudensZonderKinderen_30","HuishoudensMetKinderen_31","GemiddeldeHuishoudensgrootte_32","Bevolkingsdichtheid_33","PercentageEengezinswoning_36","PercentageMeergezinswoning_37","PercentageBewoond_38","PercentageOnbewoond_39","Koopwoningen_40","HuurwoningenTotaal_41","InBezitWoningcorporatie_42","InBezitOverigeVerhuurders_43","BouwjaarVoor2000_45","BouwjaarVanaf2000_46","BedrijfsvestigingenTotaal_91","ALandbouwBosbouwEnVisserij_92","BFNijverheidEnEnergie_93","GIHandelEnHoreca_94","HJVervoerInformatieEnCommunicatie_95","KLFinancieleDienstenOnroerendGoed_96","MNZakelijkeDienstverlening_97","OQOverheidOnderwijsEnZorg_98","RUCultuurRecreatieOverigeDiensten_99","AfstandTotHuisartsenpraktijk_106","AfstandTotGroteSupermarkt_107","AfstandTotKinderdagverblijf_108","OppervlakteTotaal_111","OppervlakteLand_112","OppervlakteWater_113","MateVanStedelijkheid_116","Omgevingsadressendichtheid_117","Cluster"
"GIHandelEnHoreca_94",0.980570549490849,0.980604649677977,0.980356080946209,0.962851662740484,0.961610557288387,0.987334827064501,0.974365591906068,0.947807788723996,0.985059535096572,0.944374133978412,0.969233271823517,0.984533501074003,0.97734548113791,0.97882398909173,0.965703880316108,-0.308910492990389,0.462974819230888,-0.552496592754746,0.552496592754746,-0.033668120244034,0.033668120244034,-0.515396610823138,0.514910360627132,0.35162046445537,0.396441739655427,-0.0390344391448529,0.0390344391448529,0.993060380837695,0.249820292115777,0.882602854110615,1,0.97094448028519,0.977978940222608,0.981453466529668,0.9803925285303,0.976492476841854,-0.224993036969971,-0.225226653077452,-0.297177174290839,0.128252634640461,0.155639677744914,0.0407741414389351,-0.394578642430921,0.650527645749018,-0.124602099603647
"HJVervoerInformatieEnCommunicatie_95",0.927154039216104,0.926466170417938,0.927659880221874,0.90397794316223,0.908875001495537,0.961368980005613,0.909470846493234,0.860135694760063,0.9510992222271,0.859462721282863,0.905858139881439,0.941584717379047,0.952594534279878,0.921016630471758,0.901612960456802,-0.272218480205078,0.455804054764401,-0.520046768626617,0.520046768626617,-0.0457433576152809,0.045743357615281,-0.463043173323792,0.463232543916742,0.297822434235119,0.382639721555606,-0.046358087628601,0.046358087628601,0.981946861434882,0.142347476783353,0.795003064081237,0.97094448028519,1,0.979775214461756,0.992547242184541,0.959282976425938,0.993444423903123,-0.218164586009645,-0.204697533775071,-0.272456301856794,0.0739874665511088,0.0817687747263148,0.0336927802285948,-0.344878422439697,0.613899986976017,-0.0600981689519556
"KLFinancieleDienstenOnroerendGoed_96",0.93476834166087,0.934367771985176,0.934990060835536,0.913759676900875,0.911385015051842,0.953387390381717,0.925281061970905,0.891260664378085,0.947409560541537,0.888903564364127,0.911694482766756,0.942738500294601,0.942827718887395,0.934113525519998,0.913840622770048,-0.246763306624568,0.436656414882753,-0.517712273309715,0.517712273309715,-0.0276043311656431,0.0276043311656432,-0.451885300731046,0.451881515136136,0.292004612489463,0.372595074066932,-0.0585837862158333,0.0585837862158333,0.982003429841654,0.208693212927908,0.819179763004754,0.977978940222608,0.979775214461756,1,0.985679425633195,0.955456925157021,0.979772313280931,-0.22847766266382,-0.22110983966086,-0.292108483500062,0.0892011048964701,0.119751518614932,0.0137697651557287,-0.365982354585143,0.617330574592672,-0.10136765899702
"MNZakelijkeDienstverlening_97",0.951512967964843,0.95068031943639,0.952156785476062,0.932439246993691,0.933586947211755,0.976687357039237,0.936773620879746,0.893829725346497,0.970445103725801,0.891795681580179,0.931480571412333,0.962675507503448,0.969017819164104,0.944734962604106,0.92874035032761,-0.291094265100558,0.479143493263798,-0.549893386592231,0.549893386592231,-0.0430149794736774,0.0430149794736773,-0.486023548964148,0.485635899609708,0.305852919218695,0.410118500160051,-0.0384569012814607,0.0384569012814607,0.99410621861368,0.191342112107742,0.836010604060558,0.981453466529668,0.992547242184541,0.985679425633195,1,0.980553500351008,0.993034035517027,-0.235759801787109,-0.222005754337527,-0.295016459963276,0.0697137333404692,0.0863935113121082,0.0198903468674334,-0.373174423793006,0.643889682966135,-0.0768268975821296
"OQOverheidOnderwijsEnZorg_98",0.98373263031572,0.982647762495799,0.984618700069266,0.97239647070124,0.97246896969976,0.991844526829621,0.97307987649818,0.941413162800432,0.992196633101892,0.941181101297989,0.967750525096546,0.988138249135964,0.98386705026813,0.976716613596766,0.968329780283652,-0.341582606013979,0.51735048249956,-0.596112942468735,0.596112942468735,-0.0280959010783179,0.0280959010783179,-0.543597500065291,0.542716243668517,0.354393112031377,0.439786633896186,-0.0324426402138808,0.0324426402138808,0.98759110367206,0.230571435223288,0.877790252166743,0.9803925285303,0.959282976425938,0.955456925157021,0.980553500351008,1,0.966533509379869,-0.256384790143996,-0.246337531196128,-0.328445320788785,0.0873769749332855,0.11035896800552,0.0222962725779019,-0.42747854389143,0.688271404924412,-0.123112886698917
"RUCultuurRecreatieOverigeDiensten_99",0.93587737543452,0.935260366738613,0.936311877050676,0.907987773217851,0.920047251761126,0.966762798933129,0.919436590205832,0.876249226885838,0.95915390712256,0.86770174214937,0.916323406841392,0.952128486314749,0.965308261096333,0.933186523773735,0.906170134466105,-0.295611164350047,0.444008656499486,-0.518309229915191,0.518309229915191,-0.0496757127304771,0.049675712730477,-0.470537722224669,0.470432043308855,0.297242269334749,0.39538999359247,-0.0213916074451708,0.0213916074451708,0.986907099882911,0.183627774355452,0.810578861074547,0.976492476841854,0.993444423903123,0.979772313280931,0.993034035517027,0.966533509379869,1,-0.206410846977534,-0.197082499651298,-0.262168521403077,0.0884768056855044,0.105467256974686,0.0305425392719287,-0.338251837772175,0.614249072432067,-0.0625644075931824
"AfstandTotHuisartsenpraktijk_106",-0.26193811467317,-0.259452895222067,-0.264335370826695,-0.26861238493297,-0.260438727378382,-0.252494000377012,-0.259604840195231,-0.264603814390427,-0.253898661826605,-0.265520447477039,-0.272806354490746,-0.259668625134133,-0.251155231213584,-0.253959477126737,-0.27109349895241,0.216717368686346,-0.526170140294475,0.522222955247501,-0.522222955247501,-0.16155164904429,0.16155164904429,0.427125050683243,-0.434172222760324,-0.384482447425527,-0.218191846873174,-0.00565412851030275,0.00565412851030275,-0.224451775473157,0.34659927669046,-0.213121269898504,-0.224993036969971,-0.218164586009645,-0.22847766266382,-0.235759801787109,-0.256384790143996,-0.206410846977534,1,0.750224109100087,0.73811598953453,0.476011335440208,0.572561820621084,0.157781913615272,0.627956933937862,-0.583499691424902,-0.017241442772313
"AfstandTotGroteSupermarkt_107",-0.255892591975932,-0.253630800047685,-0.258071099411152,-0.262073991923447,-0.254336850135616,-0.246105927427236,-0.252917955253615,-0.261337046127336,-0.246686903491223,-0.260354627569545,-0.270104697352676,-0.253869345640233,-0.246051125499214,-0.248043708432765,-0.264264708641945,0.284743706574378,-0.53495403562193,0.542251797945261,-0.542251797945261,-0.0386991463427204,0.0386991463427204,0.485210924451928,-0.489159632924046,-0.406296324667712,-0.276202178935822,0.0219551456572981,-0.0219551456572981,-0.216171050109259,0.325634157337678,-0.212185868304896,-0.225226653077452,-0.204697533775071,-0.22110983966086,-0.222005754337527,-0.246337531196128,-0.197082499651298,0.750224109100087,1,0.726026559785336,0.37000813731697,0.525808697637922,0.0202209384314473,0.640505869069014,-0.590695021392103,-0.016832516220313
"AfstandTotKinderdagverblijf_108",-0.34301090035805,-0.340576420627666,-0.345343268356923,-0.355582031957552,-0.335975035334379,-0.323894193710888,-0.344146379683738,-0.355535995841996,-0.327428962296375,-0.35919003732148,-0.351286302699705,-0.33484195334999,-0.316446738556717,-0.335659266149418,-0.357068555570148,0.247403180578626,-0.613799414633892,0.595506493163351,-0.595506493163351,-0.166988211310131,0.166988211310131,0.499221183233781,-0.507141641639046,-0.489302360006697,-0.187744747347784,-0.011465036211652,0.011465036211652,-0.292733999405431,0.259411247361014,-0.297896452302511,-0.297177174290839,-0.272456301856794,-0.292108483500062,-0.295016459963276,-0.328445320788785,-0.262168521403077,0.73811598953453,0.726026559785336,1,0.408498334814731,0.478000430078678,0.152346055340001,0.715539211469316,-0.681207439086138,0.0669768487149685
"OppervlakteTotaal_111",0.123499420544659,0.126431143138174,0.120591670457985,0.122244937315344,0.115020113272954,0.0953023510780271,0.13810705103474,0.163824210617536,0.103266266828311,0.161477912785164,0.113790003968151,0.111141326654514,0.0876349782406671,0.145817747215655,0.123259429982163,-0.0706039873266198,-0.332255434572572,0.23419842665065,-0.23419842665065,-0.212788058024538,0.212788058024538,0.0641931466524989,-0.0680972361516035,-0.0549813970023087,-0.0416145253579049,0.0604777331145291,-0.0604777331145291,0.105440250118903,0.49642384991899,0.135133689569162,0.128252634640461,0.0739874665511088,0.0892011048964701,0.0697137333404692,0.0873769749332855,0.0884768056855044,0.476011335440208,0.37000813731697,0.408498334814731,1,0.861313357563422,0.7646558277617,0.357745906683028,-0.263067611946327,-0.051118087519555
"OppervlakteLand_112",0.156066666616943,0.159544744622214,0.152615266333576,0.151577479767653,0.147016326519135,0.116000913525856,0.176957654438188,0.214373849243672,0.127106335423334,0.213625777013328,0.131554983358083,0.13824812403322,0.104638414453012,0.189516100634613,0.154940197559979,0.030451974317197,-0.389699759086917,0.285934253316735,-0.285934253316735,-0.0932841226639964,0.0932841226639964,0.143055830055244,-0.14708536316039,-0.09757701353379,-0.120722605917961,0.0623698495088051,-0.0623698495088051,0.128249311970683,0.6162874260886,0.156564485738581,0.155639677744914,0.0817687747263148,0.119751518614932,0.0863935113121082,0.11035896800552,0.105467256974686,0.572561820621084,0.525808697637922,0.478000430078678,0.861313357563422,1,0.331185572388853,0.389047111366985,-0.292132697125606,-0.140566331240332
"OppervlakteWater_113",0.0314054635481397,0.0324385651660326,0.0303830445597223,0.0347694268913445,0.0271383793569908,0.0298586723596238,0.03203555534033,0.0323377767742489,0.0305628737644692,0.028928687879554,0.0444645971352651,0.0310560718085231,0.0300324279971676,0.0304267116539258,0.0323879534131474,-0.16975427466035,-0.122750913991431,0.0722568665029575,-0.0722568665029575,-0.276860325638902,0.276860325638902,-0.0622414211944885,0.0601021566967627,0.021661309695843,0.0758461089134255,0.0332110537980386,-0.0332110537980386,0.0331499791688286,0.14023476904906,0.0523805312008595,0.0407741414389351,0.0336927802285948,0.0137697651557287,0.0198903468674334,0.0222962725779019,0.0305425392719287,0.157781913615272,0.0202209384314473,0.152346055340001,0.7646558277617,0.331185572388853,1,0.170916674810994,-0.118010954903352,0.0833594464350427
"MateVanStedelijkheid_116",-0.45705320174959,-0.454340900020954,-0.459637920339878,-0.465241679184637,-0.455734297464111,-0.425766699811198,-0.460018823515598,-0.48564033127326,-0.43318796034376,-0.483975791226289,-0.467408080124432,-0.448166557371602,-0.424607773759298,-0.456745993220278,-0.469537405863997,0.369606145245478,-0.743988702372669,0.806002085378049,-0.806002085378049,-0.169611146623075,0.169611146623074,0.678091834852316,-0.68525350972632,-0.589415850704599,-0.35248679852285,0.0506222697994409,-0.0506222697994409,-0.376902525934486,0.233256638155568,-0.369047204652654,-0.394578642430921,-0.344878422439697,-0.365982354585143,-0.373174423793006,-0.42747854389143,-0.338251837772175,0.627956933937862,0.640505869069014,0.715539211469316,0.357745906683028,0.389047111366985,0.170916674810994,1,-0.898484990808806,0.274794225414747
"Omgevingsadressendichtheid_117",0.701802223080835,0.699307600019656,0.704127579306519,0.699512450002558,0.702972576611529,0.687291746553702,0.694917476545884,0.701523396809602,0.693527039960729,0.692703719700698,0.704964691193813,0.703284119442021,0.695000943783851,0.695423480884174,0.699136157545719,-0.450166183821676,0.849462622501023,-0.903488444391803,0.903488444391803,0.0852953979520725,-0.0852953979520724,-0.760810775961665,0.766322016593187,0.600465927023849,0.475750619087987,0.000349660116665947,-0.000349660116665924,0.648080621971731,-0.081667412118226,0.614088108507906,0.650527645749018,0.613899986976017,0.617330574592672,0.643889682966135,0.688271404924412,0.614249072432067,-0.583499691424902,-0.590695021392103,-0.681207439086138,-0.263067611946327,-0.292132697125606,-0.118010954903352,-0.898484990808806,1,-0.229395482189043
"Cluster",-0.159337336004118,-0.159580228534092,-0.159068920100928,-0.174322345217056,-0.152614824900534,-0.119200149638965,-0.178928016988117,-0.197686979714948,-0.126929842871919,-0.222131325784741,-0.147914858069124,-0.136862693617513,-0.0957451308191088,-0.174820524202169,-0.179411601870569,0.0480758426853847,-0.182285254028498,0.225706183665786,-0.225706183665786,-0.0155483753245763,0.0155483753245762,0.190465962768296,-0.190102366845716,-0.12361168211688,-0.154488188525439,0.304057931812344,-0.304057931812344,-0.093656091819766,-0.0713775830172134,-0.0914087159042504,-0.124602099603647,-0.0600981689519556,-0.10136765899702,-0.0768268975821296,-0.123112886698917,-0.0625644075931824,-0.017241442772313,-0.016832516220313,0.0669768487149685,-0.051118087519555,-0.140566331240332,0.0833594464350427,0.274794225414747,-0.229395482189043,1
