ID;WijkenEnBuurten;Gemeentenaam_1;PercentageEengezinswoning_36;PercentageMeergezinswoning_37;BouwjaarVoor2000_45;BouwjaarVanaf2000_46;AfstandTotHuisartsenpraktijk_105;AfstandTotGroteSupermarkt_106;AfstandTotKinderdagverblijf_107;AfstandTotSchool_108;MateVanStedelijkheid_115;Omgevingsadressendichtheid_116
16045;GM0098;Weststellingwerf                        ;89;11;87;13;1.9;2.2;1.0;0.8;4;677
16126;GM0614;Westvoorne                              ;82;18;79;21;1.1;1.1;1.1;1.0;4;611
16145;GM0189;Wierden                                 ;85;15;83;17;1.2;1.1;1.0;1.0;4;700
16180;GM0296;Wijchen                                 ;82;18;82;18;1.3;1.1;0.8;0.9;3;1229
16250;GM1696;Wijdemeren                              ;84;16;87;13;1.3;1.5;0.8;0.8;4;586
16275;GM0352;Wijk bij Duurstede                      ;83;17;87;13;0.6;0.8;0.8;0.7;3;1114
16298;GM0294;Winterswijk                             ;77;23;89;11;1.6;1.2;0.9;0.8;3;1196
16318;GM0873;Woensdrecht                             ;89;11;86;14;1.0;0.8;0.7;0.7;4;663
16339;GM0632;Woerden                                 ;72;28;82;18;1.0;0.9;0.7;0.6;3;1365
16379;GM1690;De Wolden                               ;87;13;87;13;2.0;1.7;1.2;1.2;5;305
16434;GM0880;Wormerland                              ;75;25;84;16;1.1;1.3;0.7;0.8;3;1461
16452;GM0351;Woudenberg                              ;84;16;76;24;1.0;0.9;0.8;0.7;4;948
16466;GM0479;Zaanstad                                ;63;37;82;18;0.8;0.7;0.6;0.7;2;2032
16536;GM0297;Zaltbommel                              ;87;13;79;21;1.2;1.1;0.7;0.7;4;671
16568;GM0473;Zandvoort                               ;47;53;90;10;0.7;0.7;0.7;0.8;2;1805
16592;GM0050;Zeewolde                                ;86;14;69;31;1.9;1.4;1.4;1.4;4;806
16605;GM0355;Zeist                                   ;55;45;88;12;0.9;0.8;0.6;0.7;2;1575
16646;GM0299;Zevenaar                                ;82;18;86;14;1.3;1.1;0.8;0.9;3;1043
16699;GM0637;Zoetermeer                              ;57;43;80;20;1.0;0.9;0.5;0.6;1;2517
16735;GM0638;Zoeterwoude                             ;78;22;85;15;0.8;0.8;0.7;0.8;4;746
16763;GM1892;Zuidplas                                ;78;22;81;19;0.9;0.9;0.7;0.9;3;1163
16821;GM0879;Zundert                                 ;87;13;82;18;2.2;1.4;1.2;1.2;4;540
16838;GM0301;Zutphen                                 ;68;32;85;15;0.8;0.7;0.6;0.6;2;1633
16876;GM1896;Zwartewaterland                         ;88;12;84;16;1.0;1.1;0.9;0.7;4;719
16917;GM0642;Zwijndrecht                             ;61;39;92;8;0.7;0.6;0.4;0.5;2;2060
17019;GM0193;Zwolle                                  ;65;35;79;21;1.0;0.9;0.5;0.6;2;2025
