"ID";"Persoonskenmerken";"RegioS";"Perioden";"BeroepsEnNietBeroepsbevolking_1";"Beroepsbevolking_2";"WerkzameBeroepsbevolking_3";"Werknemer_4";"Zelfstandige_5";"PositieInDeWerkkringOnbekend_6";"Beroepsniveau1_7";"Beroepsniveau2_8";"Beroepsniveau3_9";"Beroepsniveau4_10";"BeroepsniveauOnbekend_11";"WerklozeBeroepsbevolking_12";"Werkloosheidspercentage_13";"NietBeroepsbevolking_14";"BrutoArbeidsparticipatie_15";"NettoArbeidsparticipatie_16"
"706";"T009002";"GM0307";"2019JJ00";"     117";"      90";"      87";"      73";"      13";"       0";"       7";"      28";"      16";"      36";"       0";"       4";"     4.0";"      26";"    77.4";"    74.3"
"716";"T009002";"GM0362";"2019JJ00";"      66";"      49";"      47";"      38";"       8";"       0";"       4";"      16";"       8";"      19";"       0";"       2";"     4.5";"      17";"    74.4";"    71.1"
"726";"T009002";"GM0363";"2019JJ00";"     680";"     506";"     479";"     376";"     103";"       0";"      31";"     145";"      81";"     221";"       0";"      27";"     5.3";"     174";"    74.4";"    70.4"
"736";"T009002";"GM0200";"2019JJ00";"     121";"      88";"      84";"      73";"      11";"       0";"       8";"      34";"      14";"      28";"       0";"       4";"     4.1";"      33";"    72.8";"    69.8"
"746";"T009002";"GM0202";"2019JJ00";"     122";"      87";"      83";"      70";"      12";"       0";"       9";"      30";"      13";"      31";"       0";"       5";"     5.3";"      35";"    71.4";"    67.6"
"756";"T009002";"GM0106";"2019JJ00";"      50";"      36";"      35";"      31";"       4";"       0";"       3";"      13";"       7";"      10";"       1";"       2";"     4.1";"      14";"    72.2";"    69.3"
"766";"T009002";"GM0743";"2019JJ00";"      13";"       9";"       9";"       8";"       2";"       0";"       1";"       5";"       1";"       2";"       0";"       0";"     3.8";"       3";"    74.4";"    71.5"
"776";"T009002";"GM0744";"2019JJ00";"       5";"       4";"       3";"       3";"       1";"       0";"       0";"       2";"       1";"       1";"       0";"       0";"     4.1";"       2";"    68.9";"    66.1"
"786";"T009002";"GM0308";"2019JJ00";"      17";"      13";"      12";"      10";"       2";"       0";"       1";"       5";"       2";"       4";"       0";"       1";"     4.0";"       5";"    72.6";"    69.7"
"796";"T009002";"GM0489";"2019JJ00";"      36";"      28";"      27";"      23";"       4";"       0";"       2";"      11";"       4";"       9";"       0";"       1";"     3.7";"       8";"    77.3";"    74.4"
"806";"T009002";"GM0203";"2019JJ00";"      41";"      32";"      31";"      26";"       5";"       0";"       3";"      15";"       5";"       7";"       0";"       1";"     3.3";"      10";"    76.3";"    73.7"
"816";"T009002";"GM0888";"2019JJ00";"      12";"       9";"       8";"       7";"       1";"       0";"       1";"       3";"       1";"       2";"       0";"       0";"     4.1";"       4";"    70.8";"    67.9"
"826";"T009002";"GM1954";"2019JJ00";"      27";"      19";"      18";"      16";"       3";"       0";"       2";"       8";"       3";"       6";"       0";"       1";"     3.7";"       8";"    69.9";"    67.3"
"836";"T009002";"GM0889";"2019JJ00";"      10";"       7";"       7";"       6";"       1";"       0";"       1";"       4";"       1";"       2";"       0";"       0";"     3.9";"       3";"    73.0";"    70.2"
"846";"T009002";"GM1945";"2019JJ00";"      26";"      18";"      18";"      15";"       2";"       0";"       2";"       9";"       3";"       4";"       0";"       1";"     4.1";"       8";"    70.4";"    67.5"
"856";"T009002";"GM1724";"2019JJ00";"      14";"      11";"      10";"       9";"       2";"       0";"       1";"       5";"       2";"       2";"       0";"       0";"     3.4";"       4";"    74.6";"    72.1"
"866";"T009002";"GM0893";"2019JJ00";"      10";"       7";"       7";"       6";"       1";"       0";"       1";"       4";"       1";"       1";"       0";"       0";"     3.8";"       3";"    71.8";"    69.1"
"876";"T009002";"GM0373";"2019JJ00";"      22";"      15";"      14";"      11";"       3";"       0";"       1";"       6";"       2";"       5";"       0";"       1";"     3.9";"       7";"    67.7";"    65.1"
"886";"T009002";"GM0748";"2019JJ00";"      50";"      36";"      34";"      29";"       5";"       0";"       3";"      16";"       6";"      10";"       0";"       2";"     4.7";"      14";"    71.3";"    67.9"
"896";"T009002";"GM1859";"2019JJ00";"      33";"      23";"      22";"      20";"       3";"       0";"       2";"      11";"       4";"       5";"       0";"       1";"     3.6";"      10";"    71.0";"    68.4"
"906";"T009002";"GM1721";"2019JJ00";"      23";"      18";"      17";"      14";"       3";"       0";"       2";"       8";"       3";"       5";"       0";"       1";"     3.6";"       6";"    75.6";"    72.9"
"916";"T009002";"GM0753";"2019JJ00";"      23";"      18";"      17";"      15";"       2";"       0";"       1";"       7";"       3";"       6";"       0";"       1";"     3.8";"       5";"    77.2";"    74.2"
"926";"T009002";"GM0209";"2019JJ00";"      20";"      15";"      15";"      12";"       2";"       0";"       1";"       7";"       2";"       4";"       0";"       1";"     3.7";"       5";"    74.8";"    72.1"
"936";"T009002";"GM0375";"2019JJ00";"      31";"      23";"      22";"      20";"       3";"       0";"       2";"       9";"       4";"       6";"       1";"       1";"     4.2";"       8";"    74.9";"    71.8"
"946";"T009002";"GM0310";"2019JJ00";"      31";"      22";"      21";"      17";"       5";"       0";"       2";"       7";"       4";"       9";"       0";"       1";"     3.9";"       8";"    72.6";"    69.8"
"956";"T009002";"GM1728";"2019JJ00";"      15";"      12";"      11";"      10";"       2";"       0";"       1";"       5";"       2";"       3";"       0";"       0";"     3.5";"       4";"    75.6";"    73.0"
"966";"T009002";"GM0376";"2019JJ00";"       8";"       6";"       5";"       4";"       1";"       0";"       0";"       2";"       1";"       2";"       0";"       0";"     3.8";"       2";"    70.1";"    67.4"
"976";"T009002";"GM0377";"2019JJ00";"      16";"      11";"      11";"       9";"       2";"       0";"       1";"       4";"       2";"       4";"       0";"       0";"     3.8";"       5";"    71.3";"    68.6"
"986";"T009002";"GM1901";"2019JJ00";"      26";"      19";"      19";"      16";"       3";"       0";"       2";"       7";"       3";"       6";"       0";"       1";"     3.6";"       6";"    75.4";"    72.7"
"996";"T009002";"GM0755";"2019JJ00";"       8";"       6";"       6";"       5";"       1";"       0";"       1";"       3";"       1";"       2";"       0";"       0";"     3.5";"       2";"    76.2";"    73.6"
"1006";"T009002";"GM1681";"2019JJ00";"      19";"      13";"      13";"      11";"       2";"       0";"       1";"       6";"       2";"       3";"       0";"       1";"     3.9";"       6";"    69.3";"    66.5"
"1016";"T009002";"GM0147";"2019JJ00";"      17";"      13";"      12";"      10";"       2";"       0";"       1";"       5";"       2";"       4";"       0";"       0";"     3.7";"       4";"    74.5";"    71.7"
"1026";"T009002";"GM0654";"2019JJ00";"      17";"      13";"      12";"      10";"       2";"       0";"       1";"       6";"       2";"       3";"       0";"       0";"     3.3";"       4";"    75.7";"    73.2"
"1036";"T009002";"GM0757";"2019JJ00";"      25";"      18";"      17";"      15";"       3";"       0";"       2";"       8";"       3";"       5";"       0";"       1";"     4.0";"       6";"    73.9";"    71.0"
"1046";"T009002";"GM0758";"2019JJ00";"     139";"     105";"     100";"      86";"      14";"       0";"       9";"      39";"      16";"      35";"       0";"       5";"     4.6";"      34";"    75.3";"    71.8"
"1056";"T009002";"GM0501";"2019JJ00";"      13";"      10";"       9";"       8";"       1";"       0";"       1";"       4";"       2";"       3";"       0";"       0";"     3.6";"       3";"    74.6";"    71.9"
"1066";"T009002";"GM1876";"2019JJ00";"      27";"      20";"      19";"      16";"       3";"       0";"       2";"      10";"       3";"       4";"       0";"       1";"     3.4";"       7";"    72.6";"    70.1"
"1076";"T009002";"GM0213";"2019JJ00";"      15";"      11";"      11";"       9";"       1";"       0";"       1";"       5";"       2";"       2";"       0";"       0";"     3.9";"       4";"    72.0";"    69.2"
"1086";"T009002";"GM0899";"2019JJ00";"      21";"      14";"      14";"      12";"       2";"       0";"       1";"       7";"       2";"       3";"       0";"       1";"     4.6";"       7";"    68.0";"    64.8"
"1096";"T009002";"GM0312";"2019JJ00";"      11";"       8";"       8";"       7";"       1";"       0";"       1";"       3";"       1";"       3";"       0";"       0";"     3.5";"       3";"    75.8";"    73.2"
"1106";"T009002";"GM0313";"2019JJ00";"      16";"      12";"      12";"      10";"       2";"       0";"       1";"       7";"       2";"       2";"       0";"       0";"     3.3";"       4";"    77.2";"    74.7"
"1116";"T009002";"GM0214";"2019JJ00";"      21";"      15";"      15";"      12";"       3";"       0";"       1";"       6";"       3";"       4";"       0";"       1";"     3.5";"       5";"    73.7";"    71.1"
"1126";"T009002";"GM0502";"2019JJ00";"      50";"      36";"      34";"      31";"       3";"       0";"       3";"      15";"       6";"       9";"       1";"       2";"     5.3";"      14";"    71.8";"    68.1"
"1136";"T009002";"GM0383";"2019JJ00";"      26";"      20";"      19";"      16";"       3";"       0";"       2";"       7";"       3";"       7";"       0";"       1";"     3.6";"       7";"    74.6";"    71.9"
"1146";"T009002";"GM0109";"2019JJ00";"      26";"      18";"      18";"      15";"       2";"       0";"       2";"       9";"       3";"       4";"       0";"       1";"     4.0";"       8";"    69.3";"    66.6"
"1156";"T009002";"GM1706";"2019JJ00";"      15";"      11";"      11";"       9";"       2";"       0";"       1";"       6";"       2";"       2";"       0";"       0";"     3.8";"       4";"    72.4";"    69.6"
"1166";"T009002";"GM0216";"2019JJ00";"      22";"      16";"      15";"      13";"       2";"       0";"       1";"       6";"       3";"       6";"       0";"       1";"     4.1";"       6";"    74.5";"    71.4"
"1176";"T009002";"GM0148";"2019JJ00";"      21";"      16";"      16";"      13";"       2";"       0";"       1";"       8";"       3";"       4";"       0";"       1";"     3.3";"       5";"    76.2";"    73.7"
"1186";"T009002";"GM1891";"2019JJ00";"      14";"      10";"      10";"       8";"       2";"       0";"       1";"       5";"       2";"       2";"       0";"       0";"     4.1";"       4";"    71.3";"    68.3"
"1196";"T009002";"GM0503";"2019JJ00";"      83";"      59";"      56";"      48";"       8";"       0";"       5";"      19";"       9";"      23";"       0";"       3";"     5.2";"      23";"    71.8";"    68.1"
"1206";"T009002";"GM0762";"2019JJ00";"      24";"      18";"      17";"      15";"       3";"       0";"       2";"       8";"       3";"       5";"       0";"       1";"     3.8";"       6";"    74.4";"    71.6"
"1216";"T009002";"GM0150";"2019JJ00";"      75";"      55";"      53";"      46";"       6";"       0";"       5";"      22";"       9";"      16";"       0";"       3";"     4.5";"      20";"    73.9";"    70.5"
"1226";"T009002";"GM0384";"2019JJ00";"      23";"      17";"      16";"      14";"       2";"       0";"       2";"       7";"       3";"       5";"       0";"       1";"     5.0";"       6";"    73.6";"    69.9"
"1236";"T009002";"GM1980";"2019JJ00";"      63";"      47";"      45";"      39";"       6";"       0";"       5";"      22";"       8";"      11";"       1";"       2";"     3.7";"      16";"    74.9";"    72.1"
"1246";"T009002";"GM1774";"2019JJ00";"      20";"      15";"      14";"      13";"       2";"       0";"       1";"       7";"       2";"       3";"       0";"       1";"     3.5";"       5";"    75.7";"    73.0"
"1256";"T009002";"GM0221";"2019JJ00";"       9";"       6";"       6";"       5";"       1";"       0";"       1";"       2";"       1";"       1";"       0";"       0";"     4.6";"       3";"    68.3";"    65.2"
"1266";"T009002";"GM0222";"2019JJ00";"      43";"      31";"      30";"      26";"       4";"       0";"       3";"      13";"       5";"       8";"       0";"       1";"     4.0";"      12";"    72.4";"    69.5"
"1276";"T009002";"GM0766";"2019JJ00";"      20";"      15";"      14";"      12";"       2";"       0";"       1";"       7";"       3";"       3";"       0";"       1";"     3.7";"       5";"    75.8";"    73.0"
"1286";"T009002";"GM0505";"2019JJ00";"      89";"      63";"      60";"      53";"       7";"       0";"       5";"      25";"      11";"      18";"       1";"       3";"     5.1";"      25";"    71.4";"    67.8"
"1296";"T009002";"GM0498";"2019JJ00";"      15";"      11";"      11";"       9";"       2";"       0";"       1";"       5";"       2";"       2";"       0";"       0";"     3.6";"       4";"    74.0";"    71.4"
"1306";"T009002";"GM1719";"2019JJ00";"      21";"      15";"      15";"      13";"       2";"       0";"       1";"       6";"       3";"       4";"       0";"       1";"     3.5";"       5";"    74.1";"    71.5"
"1316";"T009002";"GM0303";"2019JJ00";"      31";"      23";"      22";"      18";"       4";"       0";"       2";"      10";"       4";"       6";"       0";"       1";"     4.0";"       8";"    75.0";"    72.0"
"1326";"T009002";"GM0225";"2019JJ00";"      14";"      11";"      10";"       9";"       1";"       0";"       1";"       5";"       2";"       3";"       0";"       0";"     3.8";"       4";"    74.8";"    71.9"
"1336";"T009002";"GM0226";"2019JJ00";"      20";"      15";"      14";"      12";"       2";"       0";"       1";"       6";"       2";"       4";"       0";"       1";"     3.9";"       5";"    75.4";"    72.5"
"1346";"T009002";"GM1711";"2019JJ00";"      24";"      17";"      16";"      14";"       2";"       0";"       1";"       8";"       3";"       4";"       0";"       1";"     3.9";"       7";"    70.3";"    67.5"
"1356";"T009002";"GM0385";"2019JJ00";"      27";"      21";"      20";"      16";"       4";"       0";"       2";"       9";"       3";"       6";"       0";"       1";"     3.3";"       7";"    74.7";"    72.3"
"1366";"T009002";"GM0228";"2019JJ00";"      85";"      63";"      60";"      52";"       8";"       0";"       6";"      25";"      11";"      18";"       1";"       2";"     3.8";"      23";"    73.4";"    70.6"
"1376";"T009002";"GM0317";"2019JJ00";"       7";"       5";"       5";"       4";"       1";"       0";"       0";"       2";"       1";"       1";"       0";"       0";"     3.8";"       2";"    74.2";"    71.4"
"1386";"T009002";"GM1979";"2019JJ00";"      34";"      23";"      22";"      19";"       3";"       0";"       2";"      11";"       4";"       5";"       1";"       1";"     4.7";"      11";"    68.2";"    65.0"
"1396";"T009002";"GM0770";"2019JJ00";"      14";"      11";"      10";"       9";"       1";"       0";"       1";"       5";"       2";"       3";"       0";"       0";"     3.4";"       3";"    76.1";"    73.5"
"1406";"T009002";"GM1903";"2019JJ00";"      19";"      14";"      14";"      12";"       2";"       0";"       1";"       6";"       2";"       4";"       0";"       0";"     3.4";"       5";"    72.9";"    70.5"
"1416";"T009002";"GM0772";"2019JJ00";"     179";"     134";"     127";"     109";"      19";"       0";"      12";"      46";"      18";"      51";"       0";"       7";"     5.0";"      45";"    75.0";"    71.2"
"1426";"T009002";"GM0230";"2019JJ00";"      17";"      13";"      12";"      11";"       2";"       0";"       1";"       6";"       2";"       3";"       0";"       0";"     3.6";"       4";"    75.1";"    72.4"
"1436";"T009002";"GM0114";"2019JJ00";"      81";"      55";"      52";"      46";"       6";"       0";"       5";"      27";"       9";"      10";"       1";"       3";"     4.7";"      26";"    67.6";"    64.4"
"1446";"T009002";"GM0388";"2019JJ00";"      14";"      10";"      10";"       8";"       1";"       0";"       1";"       4";"       2";"       2";"       0";"       0";"     4.2";"       4";"    72.2";"    69.2"
"1456";"T009002";"GM0153";"2019JJ00";"     121";"      83";"      79";"      69";"      10";"       0";"       7";"      34";"      13";"      24";"       1";"       4";"     5.4";"      38";"    68.9";"    65.2"
"1466";"T009002";"GM0232";"2019JJ00";"      24";"      17";"      17";"      14";"       3";"       0";"       2";"       8";"       3";"       4";"       0";"       1";"     3.8";"       7";"    71.0";"    68.3"
"1476";"T009002";"GM0233";"2019JJ00";"      19";"      14";"      14";"      12";"       2";"       0";"       1";"       6";"       2";"       4";"       0";"       1";"     3.7";"       5";"    73.5";"    70.8"
"1486";"T009002";"GM0777";"2019JJ00";"      33";"      24";"      23";"      20";"       4";"       0";"       2";"      10";"       4";"       6";"       0";"       1";"     4.1";"       8";"    74.2";"    71.2"
"1496";"T009002";"GM1940";"2019JJ00";"      38";"      28";"      27";"      22";"       5";"       0";"       3";"      13";"       5";"       6";"       0";"       1";"     3.8";"      10";"    73.2";"    70.4"
"1506";"T009002";"GM0779";"2019JJ00";"      16";"      12";"      12";"      10";"       2";"       0";"       1";"       6";"       2";"       3";"       0";"       0";"     3.6";"       4";"    75.6";"    72.9"
"1516";"T009002";"GM1771";"2019JJ00";"      30";"      22";"      21";"      18";"       3";"       0";"       2";"      10";"       3";"       6";"       0";"       1";"     4.2";"       8";"    73.2";"    70.2"
"1526";"T009002";"GM1652";"2019JJ00";"      23";"      17";"      17";"      14";"       3";"       0";"       2";"       8";"       3";"       4";"       0";"       1";"     3.7";"       6";"    75.1";"    72.3"
"1536";"T009002";"GM0907";"2019JJ00";"      12";"       9";"       9";"       8";"       1";"       0";"       1";"       4";"       2";"       2";"       0";"       0";"     3.9";"       3";"    73.2";"    70.4"
"1546";"T009002";"GM0784";"2019JJ00";"      20";"      15";"      14";"      12";"       2";"       0";"       1";"       7";"       2";"       4";"       0";"       1";"     4.0";"       5";"    75.6";"    72.6"
"1556";"T009002";"GM1924";"2019JJ00";"      37";"      27";"      26";"      23";"       4";"       0";"       3";"      12";"       5";"       6";"       1";"       1";"     3.5";"      10";"    74.0";"    71.4"
"1566";"T009002";"GM0664";"2019JJ00";"      28";"      20";"      19";"      17";"       2";"       0";"       2";"       9";"       3";"       5";"       0";"       1";"     3.9";"       8";"    72.3";"    69.5"
"1576";"T009002";"GM0785";"2019JJ00";"      18";"      13";"      12";"      11";"       2";"       0";"       1";"       5";"       2";"       4";"       0";"       0";"     3.6";"       5";"    73.6";"    70.9"
"1586";"T009002";"GM1942";"2019JJ00";"      41";"      30";"      29";"      22";"       7";"       0";"       2";"       9";"       5";"      13";"       0";"       1";"     3.9";"      10";"    74.5";"    71.6"
"1596";"T009002";"GM0512";"2019JJ00";"      28";"      21";"      20";"      17";"       3";"       0";"       2";"       8";"       3";"       6";"       0";"       1";"     4.3";"       7";"    74.6";"    71.3"
"1606";"T009002";"GM0513";"2019JJ00";"      55";"      40";"      38";"      34";"       5";"       0";"       4";"      15";"       6";"      12";"       0";"       2";"     4.8";"      14";"    73.7";"    70.2"
"1616";"T009002";"GM0518";"2019JJ00";"     403";"     285";"     267";"     221";"      46";"       0";"      22";"      99";"      47";"      98";"       0";"      18";"     6.2";"     119";"    70.6";"    66.2"
"1626";"T009002";"GM0014";"2019JJ00";"     187";"     133";"     125";"     109";"      15";"       0";"      11";"      46";"      21";"      47";"       0";"       9";"     6.7";"      53";"    71.5";"    66.7"
"1636";"T009002";"GM1729";"2019JJ00";"      11";"       7";"       7";"       6";"       1";"       0";"       1";"       3";"       1";"       2";"       0";"       0";"     3.9";"       3";"    68.4";"    65.8"
"1646";"T009002";"GM0158";"2019JJ00";"      18";"      13";"      13";"      11";"       1";"       0";"       1";"       6";"       2";"       3";"       0";"       0";"     3.8";"       5";"    72.3";"    69.6"
"1656";"T009002";"GM0392";"2019JJ00";"     121";"      92";"      88";"      73";"      15";"       0";"       6";"      31";"      15";"      35";"       0";"       4";"     4.4";"      29";"    75.7";"    72.4"
"1666";"T009002";"GM0394";"2019JJ00";"     117";"      89";"      86";"      74";"      12";"       0";"       7";"      35";"      15";"      27";"       1";"       4";"     3.9";"      28";"    76.3";"    73.3"
"1676";"T009002";"GM1655";"2019JJ00";"      23";"      17";"      16";"      14";"       2";"       0";"       2";"       7";"       3";"       4";"       0";"       1";"     3.9";"       6";"    72.8";"    70.0"
"1686";"T009002";"GM0160";"2019JJ00";"      45";"      34";"      32";"      29";"       4";"       0";"       3";"      18";"       5";"       5";"       1";"       1";"     3.7";"      11";"    74.6";"    71.9"
"1696";"T009002";"GM0243";"2019JJ00";"      35";"      26";"      25";"      21";"       4";"       0";"       2";"      11";"       4";"       8";"       0";"       1";"     4.0";"       9";"    74.2";"    71.2"
"1706";"T009002";"GM0523";"2019JJ00";"      13";"      10";"      10";"       8";"       1";"       0";"       1";"       4";"       2";"       3";"       0";"       0";"     3.4";"       3";"    76.7";"    74.1"
"1716";"T009002";"GM0072";"2019JJ00";"      12";"       8";"       8";"       6";"       1";"       0";"       1";"       4";"       1";"       2";"       0";"       0";"     4.5";"       3";"    70.3";"    67.1"
"1726";"T009002";"GM0244";"2019JJ00";"       9";"       7";"       6";"       5";"       1";"       0";"       1";"       3";"       1";"       2";"       0";"       0";"     3.6";"       2";"    74.6";"    71.9"
"1736";"T009002";"GM0396";"2019JJ00";"      29";"      22";"      21";"      18";"       3";"       0";"       2";"       9";"       4";"       5";"       0";"       1";"     4.0";"       7";"    74.5";"    71.5"
"1746";"T009002";"GM0397";"2019JJ00";"      18";"      13";"      13";"      10";"       3";"       0";"       1";"       4";"       2";"       6";"       0";"       0";"     3.6";"       5";"    73.0";"    70.3"
"1756";"T009002";"GM0246";"2019JJ00";"      14";"      10";"      10";"       8";"       1";"       0";"       1";"       4";"       2";"       3";"       0";"       0";"     3.4";"       4";"    73.3";"    70.8"
"1766";"T009002";"GM0074";"2019JJ00";"      37";"      27";"      26";"      22";"       4";"       0";"       3";"      12";"       4";"       7";"       0";"       1";"     4.4";"      10";"    73.2";"    70.0"
"1776";"T009002";"GM0917";"2019JJ00";"      66";"      44";"      41";"      38";"       4";"       0";"       4";"      20";"       7";"       8";"       1";"       2";"     5.5";"      22";"    66.0";"    62.4"
"1786";"T009002";"GM1658";"2019JJ00";"      12";"       9";"       8";"       7";"       1";"       0";"       1";"       4";"       1";"       2";"       0";"       0";"     3.7";"       3";"    72.7";"    70.1"
"1796";"T009002";"GM0399";"2019JJ00";"      17";"      12";"      12";"      10";"       2";"       0";"       1";"       5";"       2";"       4";"       0";"       0";"     3.9";"       5";"    72.7";"    69.8"
"1806";"T009002";"GM0400";"2019JJ00";"      42";"      29";"      28";"      25";"       3";"       0";"       3";"      13";"       5";"       6";"       1";"       1";"     4.5";"      12";"    70.3";"    67.1"
"1816";"T009002";"GM0163";"2019JJ00";"      27";"      20";"      19";"      17";"       2";"       0";"       2";"       9";"       3";"       5";"       0";"       1";"     3.5";"       6";"    75.6";"    72.9"
"1826";"T009002";"GM0530";"2019JJ00";"      31";"      22";"      21";"      19";"       2";"       0";"       2";"       9";"       4";"       5";"       1";"       1";"     4.2";"       9";"    71.9";"    68.8"
"1836";"T009002";"GM0794";"2019JJ00";"      70";"      51";"      48";"      42";"       6";"       0";"       5";"      24";"       8";"      10";"       1";"       2";"     4.9";"      19";"    73.0";"    69.5"
"1846";"T009002";"GM0531";"2019JJ00";"      22";"      17";"      17";"      15";"       2";"       0";"       1";"       7";"       3";"       5";"       0";"       1";"     3.5";"       5";"    77.1";"    74.4"
"1856";"T009002";"GM0164";"2019JJ00";"      61";"      44";"      42";"      38";"       4";"       0";"       5";"      16";"       7";"      14";"       0";"       2";"     4.5";"      16";"    73.0";"    69.6"
"1866";"T009002";"GM0796";"2019JJ00";"     118";"      90";"      86";"      74";"      13";"       0";"       8";"      34";"      15";"      29";"       1";"       4";"     4.3";"      28";"    76.0";"    72.7"
"1876";"T009002";"GM0252";"2019JJ00";"      12";"       9";"       9";"       7";"       1";"       0";"       1";"       3";"       1";"       3";"       0";"       0";"     3.8";"       3";"    73.9";"    71.1"
"1886";"T009002";"GM0797";"2019JJ00";"      34";"      25";"      24";"      20";"       4";"       0";"       3";"      11";"       4";"       7";"       0";"       1";"     3.8";"       8";"    75.1";"    72.2"
"1896";"T009002";"GM0534";"2019JJ00";"      16";"      13";"      12";"      10";"       2";"       0";"       1";"       5";"       2";"       3";"       0";"       0";"     3.7";"       4";"    76.3";"    73.5"
"1906";"T009002";"GM0798";"2019JJ00";"      12";"       9";"       9";"       7";"       1";"       0";"       1";"       4";"       1";"       2";"       0";"       0";"     3.3";"       3";"    75.8";"    73.3"
"1916";"T009002";"GM0402";"2019JJ00";"      67";"      49";"      47";"      38";"       9";"       0";"       4";"      16";"       8";"      19";"       0";"       2";"     4.4";"      18";"    73.2";"    70.0"
"1926";"T009002";"GM1963";"2019JJ00";"      65";"      48";"      46";"      39";"       7";"       0";"       3";"      21";"       9";"      12";"       1";"       2";"     3.7";"      17";"    74.0";"    71.3"
"1936";"T009002";"GM1735";"2019JJ00";"      26";"      19";"      18";"      16";"       3";"       0";"       2";"       9";"       3";"       4";"       0";"       1";"     3.9";"       7";"    74.1";"    71.2"
"1946";"T009002";"GM1966";"2019JJ00";"      36";"      25";"      24";"      20";"       4";"       0";"       2";"      11";"       4";"       6";"       0";"       1";"     4.6";"      11";"    69.1";"    65.9"
"1956";"T009002";"GM1911";"2019JJ00";"      36";"      27";"      26";"      21";"       5";"       0";"       2";"      14";"       4";"       6";"       0";"       1";"     3.5";"       9";"    74.4";"    71.8"
"1966";"T009002";"GM0118";"2019JJ00";"      41";"      29";"      28";"      25";"       3";"       0";"       4";"      14";"       5";"       5";"       0";"       1";"     3.8";"      11";"    72.4";"    69.7"
"1976";"T009002";"GM0405";"2019JJ00";"      55";"      40";"      38";"      34";"       5";"       0";"       4";"      17";"       7";"      10";"       1";"       2";"     4.5";"      15";"    72.9";"    69.6"
"1986";"T009002";"GM1507";"2019JJ00";"      32";"      25";"      24";"      21";"       3";"       0";"       2";"      13";"       4";"       5";"       0";"       1";"     3.4";"       7";"    77.3";"    74.7"
"1996";"T009002";"GM0321";"2019JJ00";"      38";"      29";"      28";"      24";"       4";"       0";"       2";"       9";"       5";"      11";"       0";"       1";"     3.9";"       8";"    78.2";"    75.2"
